SystemCodeNumber,Timestamp,Occupancy,Capacity,OccupancyRate
Others-CCCPS8,2016-10-05 12:30:00,811,1322,0.613464447806354
BHMEURBRD01,2016-10-05 12:30:00,450,470,0.9574468085106383
BHMBCCTHL01,2016-10-05 12:30:00,336,387,0.8682170542635659
Shopping,2016-10-05 12:30:00,1437,1920,0.7484375
Others-CCCPS135a,2016-10-05 12:30:00,3190,3883,0.8215297450424929
Others-CCCPS202,2016-10-05 12:30:00,1371,2937,0.466802860061287
Others-CCCPS105a,2016-10-05 12:30:00,1472,2009,0.732702837232454
BHMMBMMBX01,2016-10-05 12:30:00,661,687,0.9621542940320232
Others-CCCPS119a,2016-10-05 12:30:00,580,2803,0.20692115590438814
BHMNCPHST01,2016-10-05 12:57:00,756,1200,0.63
Others-CCCPS105a,2016-10-05 12:57:00,1490,2009,0.741662518666003
BHMEURBRD01,2016-10-05 12:57:00,451,470,0.9595744680851064
BHMBCCTHL01,2016-10-05 12:57:00,343,387,0.8863049095607235
BHMNCPNST01,2016-10-05 12:57:00,373,485,0.7690721649484537
Others-CCCPS202,2016-10-05 12:57:00,1381,2937,0.47020769492679604
Others-CCCPS135a,2016-10-05 12:57:00,3145,3883,0.8099407674478496
Others-CCCPS8,2016-10-05 12:57:00,827,1322,0.6255673222390318
Others-CCCPS119a,2016-10-05 12:57:00,586,2803,0.20906171958615768
Shopping,2016-10-05 12:57:00,1418,1920,0.7385416666666667
Broad Street,2016-10-05 12:57:00,665,690,0.9637681159420289
BHMBCCMKT01,2016-10-05 12:57:00,175,577,0.30329289428076256
BHMMBMMBX01,2016-10-05 12:57:00,663,687,0.9650655021834061
Others-CCCPS98,2016-10-05 12:57:00,1279,3103,0.412181759587496
BHMNCPNST01,2016-10-05 13:30:00,372,485,0.7670103092783506
BHMBCCMKT01,2016-10-05 13:30:00,179,577,0.31022530329289427
BHMNCPHST01,2016-10-05 13:30:00,761,1200,0.6341666666666667
BHMMBMMBX01,2016-10-05 13:30:00,638,687,0.9286754002911208
Others-CCCPS105a,2016-10-05 13:30:00,1462,2009,0.7277252364360378
Broad Street,2016-10-05 13:30:00,669,690,0.9695652173913043
Others-CCCPS135a,2016-10-05 13:30:00,3146,3883,0.8101983002832861
Others-CCCPS8,2016-10-05 13:30:00,824,1322,0.6232980332829047
Others-CCCPS98,2016-10-05 13:30:00,1248,3103,0.4021914276506606
BHMBCCTHL01,2016-10-05 13:30:00,345,387,0.8914728682170543
Others-CCCPS202,2016-10-05 13:30:00,1386,2937,0.47191011235955055
Shopping,2016-10-05 13:30:00,1427,1920,0.7432291666666667
BHMEURBRD01,2016-10-05 13:30:00,454,470,0.9659574468085106
Others-CCCPS119a,2016-10-05 13:30:00,583,2803,0.20799143774527293
Others-CCCPS119a,2016-10-05 13:57:00,579,2803,0.2065643952907599
BHMBCCMKT01,2016-10-05 13:57:00,174,577,0.30155979202772965
Others-CCCPS105a,2016-10-05 13:57:00,1453,2009,0.7232453957192633
Others-CCCPS98,2016-10-05 13:57:00,1237,3103,0.3986464711569449
Shopping,2016-10-05 13:57:00,1422,1920,0.740625
BHMEURBRD01,2016-10-05 13:57:00,455,470,0.9680851063829787
Others-CCCPS8,2016-10-05 13:57:00,818,1322,0.6187594553706506
Others-CCCPS202,2016-10-05 13:57:00,1375,2937,0.4681647940074906
BHMNCPNST01,2016-10-05 13:57:00,368,485,0.7587628865979381
BHMNCPHST01,2016-10-05 13:57:00,764,1200,0.6366666666666667
BHMMBMMBX01,2016-10-05 13:57:00,635,687,0.9243085880640466
Broad Street,2016-10-05 13:57:00,662,690,0.9594202898550724
Others-CCCPS135a,2016-10-05 13:57:00,3140,3883,0.808653103270667
BHMBCCTHL01,2016-10-05 13:57:00,345,387,0.8914728682170543
Others-CCCPS135a,2016-10-05 14:30:00,3072,3883,0.7911408704609838
BHMBCCTHL01,2016-10-05 14:30:00,336,387,0.8682170542635659
BHMNCPHST01,2016-10-05 14:30:00,767,1200,0.6391666666666667
Others-CCCPS98,2016-10-05 14:30:00,1192,3103,0.3841443764099259
BHMMBMMBX01,2016-10-05 14:30:00,620,687,0.9024745269286754
BHMEURBRD01,2016-10-05 14:30:00,447,470,0.951063829787234
BHMBCCMKT01,2016-10-05 14:30:00,158,577,0.2738301559792028
Others-CCCPS8,2016-10-05 14:30:00,794,1322,0.6006051437216339
BHMNCPNST01,2016-10-05 14:30:00,361,485,0.7443298969072165
Shopping,2016-10-05 14:30:00,1409,1920,0.7338541666666667
Others-CCCPS119a,2016-10-05 14:30:00,547,2803,0.19514805565465573
Broad Street,2016-10-05 14:30:00,653,690,0.946376811594203
Others-CCCPS105a,2016-10-05 14:30:00,1414,2009,0.7038327526132404
Others-CCCPS202,2016-10-05 14:30:00,1350,2937,0.45965270684371806
Others-CCCPS105a,2016-10-05 14:57:00,1355,2009,0.6744649079143853
Shopping,2016-10-05 14:57:00,1378,1920,0.7177083333333333
BHMBCCMKT01,2016-10-05 14:57:00,145,577,0.2512998266897747
Others-CCCPS98,2016-10-05 14:57:00,1135,3103,0.3657750563970351
BHMBCCTHL01,2016-10-05 14:57:00,326,387,0.8423772609819121
Others-CCCPS119a,2016-10-05 14:57:00,521,2803,0.18587227970032108
BHMEURBRD01,2016-10-05 14:57:00,435,470,0.925531914893617
BHMNCPHST01,2016-10-05 14:57:00,747,1200,0.6225
Broad Street,2016-10-05 14:57:00,632,690,0.9159420289855073
Others-CCCPS8,2016-10-05 14:57:00,771,1322,0.5832072617246596
BHMNCPNST01,2016-10-05 14:57:00,356,485,0.734020618556701
BHMMBMMBX01,2016-10-05 14:57:00,584,687,0.8500727802037845
Others-CCCPS135a,2016-10-05 14:57:00,2963,3883,0.7630697913984033
Others-CCCPS202,2016-10-05 14:57:00,1314,2937,0.4473953013278856
Broad Street,2016-10-05 15:30:00,592,690,0.8579710144927536
BHMBCCTHL01,2016-10-05 15:30:00,306,387,0.7906976744186046
Others-CCCPS8,2016-10-05 15:30:00,708,1322,0.5355521936459909
BHMNCPHST01,2016-10-05 15:30:00,698,1200,0.5816666666666667
Others-CCCPS119a,2016-10-05 15:30:00,482,2803,0.17195861576881913
Others-CCCPS105a,2016-10-05 15:30:00,1263,2009,0.6286709805873569
BHMNCPNST01,2016-10-05 15:30:00,325,485,0.6701030927835051
Shopping,2016-10-05 15:30:00,1303,1920,0.6786458333333333
Others-CCCPS135a,2016-10-05 15:30:00,2782,3883,0.7164563481843935
BHMBCCMKT01,2016-10-05 15:30:00,129,577,0.22357019064124783
BHMEURBRD01,2016-10-05 15:30:00,403,470,0.8574468085106383
BHMMBMMBX01,2016-10-05 15:30:00,555,687,0.8078602620087336
Others-CCCPS202,2016-10-05 15:30:00,1223,2937,0.4164113040517535
Others-CCCPS98,2016-10-05 15:30:00,1056,3103,0.34031582339671285
BHMNCPNST01,2016-10-05 15:57:00,316,485,0.6515463917525773
BHMEURBRD01,2016-10-05 16:04:00,374,470,0.7957446808510639
Others-CCCPS105a,2016-10-05 16:04:00,1198,2009,0.5963165754106521
Others-CCCPS202,2016-10-05 16:04:00,1152,2937,0.3922369765066394
Others-CCCPS135a,2016-10-05 16:04:00,2571,3883,0.6621169199072882
Others-CCCPS8,2016-10-05 16:04:00,685,1322,0.5181543116490166
BHMMBMMBX01,2016-10-05 16:04:00,513,687,0.7467248908296943
BHMBCCTHL01,2016-10-05 16:04:00,284,387,0.7338501291989664
Shopping,2016-10-05 16:04:00,1203,1920,0.6265625
Others-CCCPS98,2016-10-05 16:04:00,992,3103,0.31969062197873027
BHMNCPHST01,2016-10-05 16:04:00,641,1200,0.5341666666666667
Broad Street,2016-10-05 16:04:00,550,690,0.7971014492753623
Others-CCCPS119a,2016-10-05 16:04:00,445,2803,0.15875847306457366
BHMBCCMKT01,2016-10-05 16:04:00,121,577,0.2097053726169844
Broad Street,2016-10-05 16:30:00,494,690,0.7159420289855073
Others-CCCPS8,2016-10-05 16:30:00,632,1322,0.47806354009077157
BHMNCPNST01,2016-10-05 16:30:00,299,485,0.6164948453608248
Others-CCCPS135a,2016-10-05 16:30:00,2277,3883,0.5864022662889519
Others-CCCPS119a,2016-10-05 16:30:00,390,2803,0.13913663931501963
Others-CCCPS202,2016-10-05 16:30:00,1054,2937,0.35886959482465103
Others-CCCPS105a,2016-10-05 16:30:00,1097,2009,0.5460428073668492
BHMBCCMKT01,2016-10-05 16:30:00,114,577,0.1975736568457539
BHMMBMMBX01,2016-10-05 16:30:00,465,687,0.6768558951965066
BHMEURBRD01,2016-10-05 16:30:00,335,470,0.7127659574468085
BHMNCPHST01,2016-10-05 16:30:00,544,1200,0.4533333333333333
Others-CCCPS98,2016-10-05 16:30:00,893,3103,0.28778601353528843
BHMBCCTHL01,2016-10-05 16:30:00,261,387,0.6744186046511628
Shopping,2016-10-05 16:30:00,1049,1920,0.5463541666666667
Broad Street,2016-10-06 07:57:00,187,690,0.2710144927536232
BHMBCCMKT01,2016-10-06 07:57:00,58,577,0.10051993067590988
Others-CCCPS105a,2016-10-06 07:57:00,760,2009,0.3782976605276257
BHMBCCTHL01,2016-10-06 07:57:00,98,387,0.2532299741602067
Shopping,2016-10-06 07:57:00,615,1920,0.3203125
Others-CCCPS135a,2016-10-06 07:57:00,1117,3883,0.2876641771825908
Others-CCCPS8,2016-10-06 07:57:00,404,1322,0.30559757942511345
BHMNCPNST01,2016-10-06 07:57:00,260,485,0.5360824742268041
Others-CCCPS202,2016-10-06 07:57:00,545,2937,0.18556350017024173
BHMMBMMBX01,2016-10-06 07:57:00,356,687,0.5181950509461426
BHMEURBRD01,2016-10-06 07:57:00,128,470,0.2723404255319149
BHMNCPHST01,2016-10-06 07:57:00,225,1200,0.1875
Others-CCCPS119a,2016-10-06 07:57:00,174,2803,0.062076346771316446
Others-CCCPS98,2016-10-06 07:57:00,692,3103,0.22300999033193683
Shopping,2016-10-06 08:30:00,772,1920,0.40208333333333335
Others-CCCPS202,2016-10-06 08:30:00,703,2937,0.2393598910452843
BHMEURBRD01,2016-10-06 08:30:00,199,470,0.42340425531914894
Broad Street,2016-10-06 08:30:00,293,690,0.4246376811594203
Others-CCCPS8,2016-10-06 08:30:00,461,1322,0.348714069591528
BHMNCPHST01,2016-10-06 08:30:00,304,1200,0.25333333333333335
BHMBCCTHL01,2016-10-06 08:30:00,133,387,0.34366925064599485
BHMMBMMBX01,2016-10-06 08:30:00,392,687,0.5705967976710334
Others-CCCPS98,2016-10-06 08:30:00,785,3103,0.2529809861424428
BHMBCCMKT01,2016-10-06 08:30:00,63,577,0.10918544194107452
Others-CCCPS105a,2016-10-06 08:30:00,853,2009,0.42458934793429565
Others-CCCPS119a,2016-10-06 08:30:00,249,2803,0.0888333927934356
BHMNCPNST01,2016-10-06 08:30:00,277,485,0.5711340206185567
Others-CCCPS135a,2016-10-06 08:30:00,1561,3883,0.40200875611640485
BHMMBMMBX01,2016-10-06 08:57:00,447,687,0.6506550218340611
Others-CCCPS202,2016-10-06 08:57:00,858,2937,0.29213483146067415
BHMBCCMKT01,2016-10-06 08:57:00,70,577,0.12131715771230503
Others-CCCPS105a,2016-10-06 08:57:00,940,2009,0.46789447486311597
Others-CCCPS119a,2016-10-06 08:57:00,324,2803,0.11559043881555477
Others-CCCPS135a,2016-10-06 08:57:00,1974,3883,0.5083698171516868
BHMNCPNST01,2016-10-06 08:57:00,282,485,0.5814432989690722
BHMEURBRD01,2016-10-06 08:57:00,284,470,0.6042553191489362
BHMBCCTHL01,2016-10-06 08:57:00,157,387,0.40568475452196384
Shopping,2016-10-06 08:57:00,937,1920,0.48802083333333335
Others-CCCPS98,2016-10-06 08:57:00,896,3103,0.2887528198517564
Broad Street,2016-10-06 08:57:00,419,690,0.6072463768115942
BHMNCPHST01,2016-10-06 08:57:00,402,1200,0.335
Others-CCCPS8,2016-10-06 08:57:00,493,1322,0.3729198184568835
Others-CCCPS135a,2016-10-06 09:30:00,2417,3883,0.6224568632500643
Others-CCCPS119a,2016-10-06 09:30:00,389,2803,0.13877987870139136
BHMBCCTHL01,2016-10-06 09:30:00,192,387,0.49612403100775193
Others-CCCPS105a,2016-10-06 09:30:00,1055,2009,0.5251368840219014
BHMBCCMKT01,2016-10-06 09:30:00,95,577,0.16464471403812825
Others-CCCPS98,2016-10-06 09:30:00,999,3103,0.3219465033838221
BHMMBMMBX01,2016-10-06 09:30:00,505,687,0.735080058224163
Others-CCCPS202,2016-10-06 09:30:00,983,2937,0.33469526727953697
Shopping,2016-10-06 09:30:00,1119,1920,0.5828125
BHMNCPHST01,2016-10-06 09:30:00,534,1200,0.445
BHMEURBRD01,2016-10-06 09:30:00,337,470,0.7170212765957447
Others-CCCPS8,2016-10-06 09:30:00,550,1322,0.41603630862329805
Broad Street,2016-10-06 09:30:00,494,690,0.7159420289855073
BHMNCPNST01,2016-10-06 09:30:00,297,485,0.6123711340206186
Others-CCCPS98,2016-10-06 10:03:00,1105,3103,0.3561069932323558
Others-CCCPS202,2016-10-06 10:03:00,1119,2937,0.38100102145045966
BHMEURBRD01,2016-10-06 10:03:00,388,470,0.825531914893617
Others-CCCPS119a,2016-10-06 10:03:00,461,2803,0.16446664288262575
Broad Street,2016-10-06 10:03:00,568,690,0.8231884057971014
Shopping,2016-10-06 10:03:00,1230,1920,0.640625
BHMMBMMBX01,2016-10-06 10:03:00,549,687,0.7991266375545851
BHMBCCMKT01,2016-10-06 10:03:00,135,577,0.2339688041594454
BHMBCCTHL01,2016-10-06 10:03:00,228,387,0.5891472868217055
Others-CCCPS105a,2016-10-06 10:03:00,1170,2009,0.5823792931806869
BHMNCPNST01,2016-10-06 10:03:00,323,485,0.6659793814432989
Others-CCCPS8,2016-10-06 10:03:00,621,1322,0.4697428139183056
BHMNCPHST01,2016-10-06 10:03:00,606,1200,0.505
Others-CCCPS135a,2016-10-06 10:03:00,2702,3883,0.6958537213494721
Others-CCCPS202,2016-10-06 10:30:00,1222,2937,0.4160708205652026
Others-CCCPS105a,2016-10-06 10:30:00,1261,2009,0.6276754604280737
BHMMBMMBX01,2016-10-06 10:30:00,578,687,0.8413391557496361
Broad Street,2016-10-06 10:30:00,618,690,0.8956521739130435
BHMNCPNST01,2016-10-06 10:30:00,336,485,0.6927835051546392
Others-CCCPS98,2016-10-06 10:30:00,1158,3103,0.37318723815662264
Others-CCCPS8,2016-10-06 10:30:00,683,1322,0.516641452344932
BHMEURBRD01,2016-10-06 10:30:00,424,470,0.902127659574468
BHMBCCMKT01,2016-10-06 10:30:00,160,577,0.2772963604852686
Others-CCCPS119a,2016-10-06 10:30:00,512,2803,0.18266143417766678
BHMNCPHST01,2016-10-06 10:30:00,646,1200,0.5383333333333333
Shopping,2016-10-06 10:30:00,1285,1920,0.6692708333333334
Others-CCCPS135a,2016-10-06 10:30:00,2850,3883,0.7339685809940767
BHMBCCTHL01,2016-10-06 10:30:00,268,387,0.6925064599483204
Others-CCCPS135a,2016-10-06 10:57:00,2957,3883,0.7615245943857842
BHMEURBRD01,2016-10-06 10:57:00,441,470,0.9382978723404255
Shopping,2016-10-06 10:57:00,1335,1920,0.6953125
Broad Street,2016-10-06 10:57:00,645,690,0.9347826086956522
BHMMBMMBX01,2016-10-06 10:57:00,591,687,0.8602620087336245
BHMBCCTHL01,2016-10-06 10:57:00,287,387,0.7416020671834626
BHMBCCMKT01,2016-10-06 10:57:00,177,577,0.30675909878682844
Others-CCCPS105a,2016-10-06 10:57:00,1315,2009,0.6545545047287208
Others-CCCPS202,2016-10-06 10:57:00,1272,2937,0.4330949948927477
Others-CCCPS119a,2016-10-06 10:57:00,540,2803,0.19265073135925795
BHMNCPHST01,2016-10-06 10:57:00,676,1200,0.5633333333333334
Others-CCCPS8,2016-10-06 10:57:00,724,1322,0.5476550680786687
Others-CCCPS98,2016-10-06 10:57:00,1184,3103,0.38156622623267805
BHMNCPNST01,2016-10-06 10:57:00,340,485,0.7010309278350515
BHMNCPHST01,2016-10-06 11:30:00,696,1200,0.58
Shopping,2016-10-06 11:30:00,1366,1920,0.7114583333333333
Others-CCCPS135a,2016-10-06 11:30:00,3043,3883,0.7836724182333248
BHMEURBRD01,2016-10-06 11:30:00,450,470,0.9574468085106383
Broad Street,2016-10-06 11:30:00,657,690,0.9521739130434783
BHMMBMMBX01,2016-10-06 11:30:00,614,687,0.893740902474527
Others-CCCPS119a,2016-10-06 11:30:00,569,2803,0.20299678915447736
Others-CCCPS8,2016-10-06 11:30:00,749,1322,0.5665658093797277
Others-CCCPS105a,2016-10-06 11:30:00,1363,2009,0.6784469885515182
Others-CCCPS98,2016-10-06 11:30:00,1229,3103,0.3960683209796971
BHMBCCMKT01,2016-10-06 11:30:00,191,577,0.3310225303292894
BHMNCPNST01,2016-10-06 11:30:00,346,485,0.7134020618556701
Others-CCCPS202,2016-10-06 11:30:00,1303,2937,0.4436499829758257
BHMBCCTHL01,2016-10-06 11:30:00,300,387,0.7751937984496124
Others-CCCPS8,2016-10-06 12:04:00,757,1322,0.5726172465960666
BHMBCCMKT01,2016-10-06 12:04:00,199,577,0.34488734835355284
Broad Street,2016-10-06 12:04:00,673,690,0.9753623188405797
Others-CCCPS105a,2016-10-06 12:04:00,1405,2009,0.6993529118964659
Shopping,2016-10-06 12:04:00,1394,1920,0.7260416666666667
Others-CCCPS98,2016-10-06 12:04:00,1273,3103,0.4102481469545601
BHMNCPNST01,2016-10-06 12:04:00,345,485,0.711340206185567
BHMNCPHST01,2016-10-06 12:04:00,711,1200,0.5925
BHMBCCTHL01,2016-10-06 12:04:00,312,387,0.8062015503875969
BHMMBMMBX01,2016-10-06 12:04:00,648,687,0.9432314410480349
Others-CCCPS135a,2016-10-06 12:04:00,3117,3883,0.8027298480556271
BHMEURBRD01,2016-10-06 12:04:00,460,470,0.9787234042553191
Others-CCCPS202,2016-10-06 12:04:00,1330,2937,0.4528430371127
Others-CCCPS119a,2016-10-06 12:04:00,592,2803,0.21120228326792723
BHMNCPNST01,2016-10-06 12:24:00,343,485,0.7072164948453609
BHMBCCMKT01,2016-10-06 12:30:00,206,577,0.35701906412478335
Shopping,2016-10-06 12:30:00,1408,1920,0.7333333333333333
BHMNCPHST01,2016-10-06 12:30:00,723,1200,0.6025
Others-CCCPS202,2016-10-06 12:30:00,1348,2937,0.4589717398706163
BHMMBMMBX01,2016-10-06 12:30:00,659,687,0.9592430858806404
Others-CCCPS105a,2016-10-06 12:30:00,1436,2009,0.7147834743653559
Others-CCCPS98,2016-10-06 12:30:00,1283,3103,0.4134708346761199
Broad Street,2016-10-06 12:30:00,680,690,0.9855072463768116
Others-CCCPS8,2016-10-06 12:30:00,777,1322,0.5877458396369137
BHMEURBRD01,2016-10-06 12:30:00,465,470,0.9893617021276596
Others-CCCPS135a,2016-10-06 12:30:00,3126,3883,0.8050476435745557
BHMBCCTHL01,2016-10-06 12:30:00,322,387,0.8320413436692506
Others-CCCPS119a,2016-10-06 12:30:00,600,2803,0.21405636817695325
Others-CCCPS8,2016-10-06 12:57:00,785,1322,0.5937972768532527
BHMNCPNST01,2016-10-06 12:57:00,345,485,0.711340206185567
Others-CCCPS202,2016-10-06 12:57:00,1344,2937,0.4576098059244127
Others-CCCPS135a,2016-10-06 12:57:00,3137,3883,0.8078805047643575
BHMNCPHST01,2016-10-06 12:57:00,728,1200,0.6066666666666667
BHMMBMMBX01,2016-10-06 12:57:00,600,687,0.8733624454148472
Others-CCCPS105a,2016-10-06 12:57:00,1385,2009,0.6893977103036336
Others-CCCPS98,2016-10-06 12:57:00,1220,3103,0.3931679020302933
BHMBCCTHL01,2016-10-06 12:57:00,330,387,0.8527131782945736
Others-CCCPS119a,2016-10-06 12:57:00,605,2803,0.21584017124509455
BHMEURBRD01,2016-10-06 12:57:00,459,470,0.9765957446808511
Shopping,2016-10-06 12:57:00,1422,1920,0.740625
BHMBCCMKT01,2016-10-06 12:57:00,198,577,0.3431542461005199
Broad Street,2016-10-06 12:57:00,672,690,0.9739130434782609
BHMNCPNST01,2016-10-06 13:30:00,344,485,0.709278350515464
Broad Street,2016-10-06 13:30:00,671,690,0.972463768115942
Others-CCCPS202,2016-10-06 13:30:00,1340,2937,0.45624787197820904
Others-CCCPS8,2016-10-06 13:30:00,779,1322,0.5892586989409985
Shopping,2016-10-06 13:30:00,1419,1920,0.7390625
BHMNCPHST01,2016-10-06 13:30:00,727,1200,0.6058333333333333
BHMMBMMBX01,2016-10-06 13:30:00,585,687,0.851528384279476
BHMBCCMKT01,2016-10-06 13:30:00,208,577,0.36048526863084923
BHMBCCTHL01,2016-10-06 13:30:00,325,387,0.8397932816537468
Others-CCCPS105a,2016-10-06 13:30:00,1364,2009,0.6789447486311598
Others-CCCPS135a,2016-10-06 13:30:00,3130,3883,0.8060777749163018
Others-CCCPS119a,2016-10-06 13:30:00,592,2803,0.21120228326792723
BHMEURBRD01,2016-10-06 13:30:00,460,470,0.9787234042553191
Others-CCCPS98,2016-10-06 13:30:00,1196,3103,0.3854334514985498
BHMEURBRD01,2016-10-06 13:57:00,455,470,0.9680851063829787
Others-CCCPS135a,2016-10-06 13:57:00,3134,3883,0.8071079062580478
Others-CCCPS8,2016-10-06 13:57:00,781,1322,0.5907715582450832
BHMMBMMBX01,2016-10-06 13:57:00,582,687,0.8471615720524017
BHMBCCTHL01,2016-10-06 13:57:00,328,387,0.8475452196382429
Others-CCCPS202,2016-10-06 13:57:00,1337,2937,0.45522642151855636
Broad Street,2016-10-06 13:57:00,666,690,0.9652173913043478
BHMNCPNST01,2016-10-06 13:57:00,343,485,0.7072164948453609
Others-CCCPS119a,2016-10-06 13:57:00,581,2803,0.20727791651801641
Others-CCCPS105a,2016-10-06 13:57:00,1363,2009,0.6784469885515182
Shopping,2016-10-06 13:57:00,1421,1920,0.7401041666666667
Others-CCCPS98,2016-10-06 13:57:00,1178,3103,0.3796326135997422
BHMNCPHST01,2016-10-06 13:57:00,724,1200,0.6033333333333334
BHMBCCMKT01,2016-10-06 13:57:00,200,577,0.3466204506065858
BHMNCPNST01,2016-10-06 14:30:00,320,485,0.6597938144329897
BHMBCCMKT01,2016-10-06 14:30:00,175,577,0.30329289428076256
BHMBCCTHL01,2016-10-06 14:30:00,307,387,0.7932816537467701
Others-CCCPS105a,2016-10-06 14:30:00,1306,2009,0.6500746640119462
BHMNCPHST01,2016-10-06 14:30:00,701,1200,0.5841666666666666
Others-CCCPS135a,2016-10-06 14:30:00,3055,3883,0.7867628122585629
BHMMBMMBX01,2016-10-06 14:30:00,570,687,0.8296943231441049
Broad Street,2016-10-06 14:30:00,644,690,0.9333333333333333
Shopping,2016-10-06 14:30:00,1388,1920,0.7229166666666667
Others-CCCPS119a,2016-10-06 14:30:00,541,2803,0.1930074919728862
Others-CCCPS98,2016-10-06 14:30:00,1124,3103,0.3622300999033194
Others-CCCPS202,2016-10-06 14:30:00,1271,2937,0.4327545114061968
BHMEURBRD01,2016-10-06 14:30:00,438,470,0.9319148936170213
Others-CCCPS8,2016-10-06 14:30:00,736,1322,0.556732223903177
BHMNCPHST01,2016-10-06 15:04:00,683,1200,0.5691666666666667
Others-CCCPS98,2016-10-06 15:04:00,1081,3103,0.3483725427006123
BHMMBMMBX01,2016-10-06 15:04:00,547,687,0.7962154294032023
Others-CCCPS202,2016-10-06 15:04:00,1246,2937,0.42424242424242425
Others-CCCPS119a,2016-10-06 15:04:00,509,2803,0.18159115233678202
Shopping,2016-10-06 15:04:00,1346,1920,0.7010416666666667
BHMEURBRD01,2016-10-06 15:04:00,429,470,0.9127659574468086
BHMNCPNST01,2016-10-06 15:04:00,321,485,0.6618556701030928
BHMBCCTHL01,2016-10-06 15:04:00,296,387,0.7648578811369509
Broad Street,2016-10-06 15:04:00,629,690,0.9115942028985508
Others-CCCPS135a,2016-10-06 15:04:00,2921,3883,0.7522534123100695
Others-CCCPS8,2016-10-06 15:04:00,721,1322,0.5453857791225416
BHMBCCMKT01,2016-10-06 15:04:00,158,577,0.2738301559792028
Others-CCCPS105a,2016-10-06 15:04:00,1268,2009,0.6311597809855649
BHMNCPHST01,2016-10-06 15:31:00,642,1200,0.535
Others-CCCPS105a,2016-10-06 15:31:00,1215,2009,0.6047784967645595
Broad Street,2016-10-06 15:31:00,594,690,0.8608695652173913
Others-CCCPS202,2016-10-06 15:31:00,1191,2937,0.40551583248212464
BHMEURBRD01,2016-10-06 15:31:00,403,470,0.8574468085106383
Others-CCCPS119a,2016-10-06 15:31:00,490,2803,0.17481270067784516
BHMBCCTHL01,2016-10-06 15:31:00,287,387,0.7416020671834626
Others-CCCPS135a,2016-10-06 15:31:00,2748,3883,0.7077002317795519
Others-CCCPS8,2016-10-06 15:31:00,696,1322,0.5264750378214826
Others-CCCPS98,2016-10-06 15:31:00,1032,3103,0.33258137286496936
BHMNCPNST01,2016-10-06 15:31:00,310,485,0.6391752577319587
BHMBCCMKT01,2016-10-06 15:31:00,153,577,0.2651646447140381
Shopping,2016-10-06 15:31:00,1269,1920,0.6609375
BHMMBMMBX01,2016-10-06 15:31:00,519,687,0.7554585152838428
BHMBCCMKT01,2016-10-06 16:04:00,135,577,0.2339688041594454
Others-CCCPS119a,2016-10-06 16:04:00,434,2803,0.15483410631466285
BHMEURBRD01,2016-10-06 16:04:00,393,470,0.8361702127659575
Shopping,2016-10-06 16:04:00,1170,1920,0.609375
BHMNCPHST01,2016-10-06 16:04:00,593,1200,0.49416666666666664
BHMNCPNST01,2016-10-06 16:04:00,298,485,0.6144329896907217
BHMBCCTHL01,2016-10-06 16:04:00,260,387,0.6718346253229974
BHMMBMMBX01,2016-10-06 16:04:00,501,687,0.7292576419213974
Others-CCCPS98,2016-10-06 16:04:00,973,3103,0.31356751530776666
Others-CCCPS135a,2016-10-06 16:04:00,2542,3883,0.6546484676796291
